"module name","license","repository"
"@vue/compiler-dom@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/compiler-sfc@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/compiler-ssr@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/devtools-api@6.5.0","MIT","https://github.com/vuejs/vue-devtools"
"@vue/reactivity-transform@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/reactivity@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/runtime-core@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/runtime-dom@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/server-renderer@3.3.4","MIT","https://github.com/vuejs/core"
"@vue/shared@3.3.4","MIT","https://github.com/vuejs/core"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"axe-core@4.7.0","MPL-2.0","https://github.com/dequelabs/axe-core"
"axios@1.4.0","MIT","https://github.com/axios/axios"
"babel-merge@3.0.0","MIT","https://github.com/neutrinojs/babel-merge"
"browserslist@4.21.5","MIT","https://github.com/browserslist/browserslist"
"caniuse-lite@1.0.30001450","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"case-anything@2.1.13","MIT","https://github.com/mesqueeb/case-anything"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"crelt@1.0.6","MIT","https://github.com/marijnh/crelt"
"csstype@3.1.2","MIT","https://github.com/frenic/csstype"
"dash-get@1.0.2","MIT","https://github.com/itsjonq/dash-get"
"dayjs@1.11.7","MIT","https://github.com/iamkun/dayjs"
"debug@4.3.4","MIT","https://github.com/debug-js/debug"
"deepmerge@2.2.1","MIT","https://github.com/KyleAMathews/deepmerge"
"deepmerge@4.3.1","MIT","https://github.com/TehShrike/deepmerge"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"electron-to-chromium@1.4.284","ISC","https://github.com/kilian/electron-to-chromium"
"entities@3.0.1","BSD-2-Clause","https://github.com/fb55/entities"
"escalade@3.1.1","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"estree-walker@2.0.2","MIT","https://github.com/Rich-Harris/estree-walker"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"follow-redirects@1.15.2","MIT","https://github.com/follow-redirects/follow-redirects"
"form-data@4.0.0","MIT","https://github.com/form-data/form-data"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"install@0.13.0","MIT","https://github.com/benjamn/install"
"is-extendable@1.0.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-plain-object@2.0.4","MIT","https://github.com/jonschlinkert/is-plain-object"
"isobject@3.0.1","MIT","https://github.com/jonschlinkert/isobject"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"jsesc@2.5.2","MIT","https://github.com/mathiasbynens/jsesc"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"linkify-it@4.0.1","MIT","https://github.com/markdown-it/linkify-it"
"lodash@4.17.21","MIT","https://github.com/lodash/lodash"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"magic-string@0.30.0","MIT","https://github.com/rich-harris/magic-string"
"make-error@1.3.6","ISC","https://github.com/JsCommunity/make-error"
"markdown-it@13.0.1","MIT","https://github.com/markdown-it/markdown-it"
"maska@2.1.9","MIT","https://github.com/beholdr/maska"
"material-design-icons-iconfont@6.7.0","Apache-2.0","https://github.com/jossef/material-design-icons-iconfont"
"material-icons@1.13.1","Apache-2.0","https://github.com/marella/material-icons"
"mdurl@1.0.1","MIT","https://github.com/markdown-it/mdurl"
"mime-db@1.52.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.35","MIT","https://github.com/jshttp/mime-types"
"ms@2.1.2","MIT","https://github.com/zeit/ms"
"nanoid@3.3.6","MIT","https://github.com/ai/nanoid"
"node-releases@2.0.9","MIT","https://github.com/chicoxyzzy/node-releases"
"object.omit@3.0.0","MIT","https://github.com/jonschlinkert/object.omit"
"object.pick@1.3.0","MIT","https://github.com/jonschlinkert/object.pick"
"orderedmap@2.1.0","MIT","https://github.com/marijnh/orderedmap"
"picocolors@1.0.0","ISC","https://github.com/alexeyraspopov/picocolors"
"pinia@2.1.3","MIT","https://github.com/vuejs/pinia"
"playwright-core@1.35.0","Apache-2.0","https://github.com/Microsoft/playwright"
"playwright@1.35.0","Apache-2.0","https://github.com/Microsoft/playwright"
"postcss@8.4.24","MIT","https://github.com/postcss/postcss"
"prosemirror-changeset@2.2.1","MIT","https://github.com/prosemirror/prosemirror-changeset"
"prosemirror-collab@1.3.1","MIT","https://github.com/prosemirror/prosemirror-collab"
"prosemirror-commands@1.5.2","MIT","https://github.com/prosemirror/prosemirror-commands"
"prosemirror-dropcursor@1.8.1","MIT","https://github.com/prosemirror/prosemirror-dropcursor"
"prosemirror-gapcursor@1.3.2","MIT","https://github.com/prosemirror/prosemirror-gapcursor"
"prosemirror-history@1.3.0","MIT","https://github.com/prosemirror/prosemirror-history"
"prosemirror-inputrules@1.2.1","MIT","https://github.com/prosemirror/prosemirror-inputrules"
"prosemirror-keymap@1.2.0","MIT","https://github.com/prosemirror/prosemirror-keymap"
"prosemirror-markdown@1.11.0","MIT","https://github.com/prosemirror/prosemirror-markdown"
"prosemirror-menu@1.2.2","MIT","https://github.com/prosemirror/prosemirror-menu"
"prosemirror-model@1.19.0","MIT","https://github.com/prosemirror/prosemirror-model"
"prosemirror-schema-basic@1.2.2","MIT","https://github.com/prosemirror/prosemirror-schema-basic"
"prosemirror-schema-list@1.3.0","MIT","https://github.com/prosemirror/prosemirror-schema-list"
"prosemirror-state@1.4.2","MIT","https://github.com/prosemirror/prosemirror-state"
"prosemirror-tables@1.3.3","MIT","https://github.com/prosemirror/prosemirror-tables"
"prosemirror-trailing-node@2.0.4","MIT","https://github.com/remirror/remirror"
"prosemirror-transform@1.7.3","MIT","https://github.com/prosemirror/prosemirror-transform"
"prosemirror-view@1.31.4","MIT","https://github.com/prosemirror/prosemirror-view"
"proxy-from-env@1.1.0","MIT","https://github.com/Rob--W/proxy-from-env"
"regenerator-runtime@0.13.11","MIT","https://github.com/facebook/regenerator/tree/main/packages/runtime"
"resize-observer-polyfill@1.5.1","MIT","https://github.com/que-etc/resize-observer-polyfill"
"roboto-fontface@0.10.0","Apache-2.0","https://github.com/choffmeister/roboto-fontface-bower"
"rope-sequence@1.3.3","MIT","https://github.com/marijnh/rope-sequence"
"semver@6.3.0","ISC","https://github.com/npm/node-semver"
"source-map-js@1.0.2","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"throttle-debounce@3.0.1","MIT","https://github.com/niksy/throttle-debounce"
"tiny-emitter@2.1.0","MIT","https://github.com/scottcorgan/tiny-emitter"
"tippy.js@6.3.7","MIT","https://github.com/atomiks/tippyjs"
"to-fast-properties@2.0.0","MIT","https://github.com/sindresorhus/to-fast-properties"
"type-fest@2.19.0","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"typescript@5.0.2","Apache-2.0","https://github.com/Microsoft/TypeScript"
"uc.micro@1.0.6","MIT","https://github.com/markdown-it/uc.micro"
"unleash-proxy-client@2.5.0","Apache-2.0","https://github.com/unleash/unleash-proxy-client-js"
"update-browserslist-db@1.0.10","MIT","https://github.com/browserslist/update-db"
"uuid@8.3.2","MIT","https://github.com/uuidjs/uuid"
"vue-demi@0.14.5","MIT","https://github.com/antfu/vue-demi"
"vue-router@4.1.3","MIT","https://github.com/vuejs/router"
"vue@3.3.4","MIT","https://github.com/vuejs/core"
"w3c-keyname@2.2.6","MIT","https://github.com/marijnh/w3c-keyname"
"webfontloader@1.6.28","Apache-2.0","https://github.com/typekit/webfontloader"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
